name,address,type_of_place,rating,reviews,contact,url
Phoenix Hospitals,"E60, 62, Hansraj Gupta Rd, Greater Kailash-1, Block E, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",Hostpitals in india,4.2,(197),011 4686 3800,"https://www.google.com/maps/place/Phoenix+Hospitals/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390ce3cc6832a087:0xf92c8f78aa5e3353!8m2!3d28.5499518!4d77.2442502!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11b6c90trv?entry=ttu"
Suryadeep Hospital,"Sector Main Road 3, Behind, Huda Market Road, Sector 46, Gurugram, Haryana 122001",Hostpitals in india,3.5,(93),093196 61010,"https://www.google.com/maps/place/Suryadeep+Hospital/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1887ae2c7ecf:0xeff9557291efe00a!8m2!3d28.4335341!4d77.0592321!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEQZ2VuZXJhbF9ob3NwaXRhbOABAA!16s%2Fg%2F11b6whc8cw?entry=ttu"
Gleneagles Global Hospitals' Information Centre,"P-616, Near Unitech Cyber Park, Residency Green, Jal Vihar Colony, Sector 39, Gurugram, Haryana 122022",Hostpitals in india,4.3,(6),N/A,"https://www.google.com/maps/place/Gleneagles+Global+Hospitals'+Information+Centre/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d199dda06e475:0xbef9d43fa60f23a!8m2!3d28.4379407!4d77.053137!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11gk0nq2wd?entry=ttu"
Sargam Health Care (Multi Speciality Hospital),"Khasra No 77, Old Delhi Gurgaon Rd, opp. Indian Bank, D Block, Samalka, New Delhi, Delhi 110037",Hostpitals in india,4.6,(33),076699 29200,"https://www.google.com/maps/place/Sargam+Health+Care+(Multi+Speciality+Hospital)/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1baacf603b6f:0x86f3fcee82f7e1b8!8m2!3d28.5338083!4d77.0901385!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11q96jt75z?entry=ttu"
Sitaram Bhartia Institute of Science and Research,"B-16, NRPC Colony, Block B, Qutab Institutional Area, New Delhi, Delhi 110016",Hostpitals in india,4.2,(926),011 4211 1111,"https://www.google.com/maps/place/Sitaram+Bhartia+Institute+of+Science+and+Research/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390ce207d1cc01db:0xe87a0c5886bae0d4!8m2!3d28.5378442!4d77.184667!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F1tf34bdz?entry=ttu"
Best Kidney Transplant Hospital in India,"48A, RZ, 5, Gali Number 7, Sagar Pur, New Delhi, Delhi 110046",Hostpitals in india,3.9,(10),098101 47453,"https://www.google.com/maps/place/Best+Kidney+Transplant+Hospital+in+India/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1dc05d7befd7:0x3adb9f3db35ea896!8m2!3d28.6065779!4d77.1036525!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11qy6z430h?entry=ttu"
Rescue Hospital,"S-5, Sector 3, J343+F7R, Near, Vishwas Park Main Rd, behind Petrol Pump, Block G, Raja Puri, Matiala, New Delhi, Delhi, 110059",Hostpitals in india,3.6,(83),097119 60667,"https://www.google.com/maps/place/Rescue+Hospital/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1ad4ddaa9e63:0xd6ea5088443fe56e!8m2!3d28.6062094!4d77.0531633!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F1hm22vqs4?entry=ttu"
Delhi Institute of Trauma & Orthopedics (DITO) - Best Orthopaedic Hospital in Delhi NCR India,"Room 109, Plot NO 1, 2 & 3, Sant Parmanand Hospital Yamuna Bazar, Ring Rd, Kashmere Gate, Delhi, 110006",Hostpitals in india,4.4,(25),098118 98880,"https://www.google.com/maps/place/Delhi+Institute+of+Trauma+%26+Orthopedics+(DITO)+-+Best+Orthopaedic+Hospital+in+Delhi+NCR+India/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390cfda46f8dff79:0xe1297e53dae93a1d!8m2!3d28.6635167!4d77.2376508!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11clyqv7n5?entry=ttu"
Best Spine Surgery Hospital in India,"48A, RZ, 5, Gali Number 7, Sagar Pur, New Delhi, Delhi 110046",Hostpitals in india,5.0,(3),098101 47453,"https://www.google.com/maps/place/Best+Spine+Surgery+Hospital+in+India/@28.5499518,76.9393796,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1d3adbfbf163:0x1d79fd1e9ec96e7f!8m2!3d28.6065779!4d77.1036525!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11mbprk_1k?entry=ttu"
Vibrant Hospital,"Plot No: 1, Huda Water Treatment Plant, Northern Peripheral Rd, Sector 100, Gurugram, Haryana 122001",Hostpitals in india,4.7,(358),092060 08400,"https://www.google.com/maps/place/Vibrant+Hospital/@28.466512,76.6681656,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d17ebd76f2143:0x4c5ea6df4bc4104e!8m2!3d28.466512!4d76.9730362!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11p676kfn1?entry=ttu"
Lok Nayak Hospital,"metro Station Central, Jawaharlal Nehru Marg, near Delhi Gate, New Delhi, Delhi 110002",Hostpitals in india,3.5,"(1,804)",011 2323 2400,"https://www.google.com/maps/place/Lok+Nayak+Hospital/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390cfd27b3316b6d:0xa9d62fda6be69577!8m2!3d28.6389415!4d77.2381884!15sChNIb3N0cGl0YWxzIGluIGluZGlhWhUiE2hvc3RwaXRhbHMgaW4gaW5kaWGSARNnb3Zlcm5tZW50X2hvc3BpdGFsmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDYjJaTVpXVjNFQUXgAQA!16s%2Fg%2F11dxdhkb8b?entry=ttu"
Best Neuro Hospital in India | Top 10 Neurology Hospitals in India,"48A, RZ, 5, Gali Number 7, Sagar Pur, New Delhi, Delhi 110046",Hostpitals in india,3.9,(9),N/A,"https://www.google.com/maps/place/Best+Neuro+Hospital+in+India+%7C+Top+10+Neurology+Hospitals+in+India/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1df4032a0907:0xe664c7afd46dee4d!8m2!3d28.6065779!4d77.1036525!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11n7dfjnfn?entry=ttu"
Fortis Hospital,"1/1426, Shanti Kunj B Block, Pocket 1, Anand Gram, Vasant Kunj, New Delhi, Delhi 110070",Hostpitals in india,3.8,(33),076695 84327,"https://www.google.com/maps/place/Fortis+Hospital/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1e6b0b65d94f:0xfeeb983aa7cf1dee!8m2!3d28.5081231!4d77.1689385!15sChNIb3N0cGl0YWxzIGluIGluZGlhWhUiE2hvc3RwaXRhbHMgaW4gaW5kaWGSAQhob3NwaXRhbJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSRE5tTTNRa0ozRUFF4AEA!16s%2Fg%2F11fnw1db76?entry=ttu"
Liver Transplant in India | Best Liver Transplant Hospital in India,"48A, RZ, 5, Gali Number 7, Sagar Pur, New Delhi, Delhi 110046",Hostpitals in india,4.6,(5),098101 47453,"https://www.google.com/maps/place/Liver+Transplant+in+India+%7C+Best+Liver+Transplant+Hospital+in+India/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1d60967d8703:0x6104bda8fd4ac739!8m2!3d28.6065779!4d77.1036525!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11nl9pxvhk?entry=ttu"
Brahm Shakti Hospital,"No.U, 1/78, Kanjhawala Rd, Budh Vihar, Delhi, 110086",Hostpitals in india,2.7,(247),011 2753 1683,"https://www.google.com/maps/place/Brahm+Shakti+Hospital/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d06a2c1532bb7:0xd417458301820e22!8m2!3d28.7123705!4d77.0812466!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEQZ2VuZXJhbF9ob3NwaXRhbOABAA!16s%2Fg%2F1tf06199?entry=ttu"
Best Cancer Hospital in India,"48A, RZ, 5, Gali Number 7, Sagar Pur, New Delhi, Delhi 110046",Hostpitals in india,5.0,(1),098101 47453,"https://www.google.com/maps/place/Best+Cancer+Hospital+in+India/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1d65f7bb6c97:0x334e468d60cb0781!8m2!3d28.6065779!4d77.1036525!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEXY2FuY2VyX3RyZWF0bWVudF9jZW50ZXLgAQA!16s%2Fg%2F11qs_pf1m0?entry=ttu"
My Care India | Medical Tourism | Health Tourism in India,"2nd floor P.No, S 203, 40-A, Corner Market, Malviya Nagar, New Delhi, Delhi 110017",Hostpitals in india,5.0,(23),093137 85700,"https://www.google.com/maps/place/My+Care+India+%7C+Medical+Tourism+%7C+Health+Tourism+in+India/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390ce39387032e6f:0xb3780fb47de22f8c!8m2!3d28.538749!4d77.214867!15sChNIb3N0cGl0YWxzIGluIGluZGlhWhUiE2hvc3RwaXRhbHMgaW4gaW5kaWGSAQ5tZWRpY2FsX2NlbnRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOS2VYRnBOMmgzUlJBQuABAA!16s%2Fg%2F11rpq93zm_?entry=ttu"
IHH Healthcare Singapore - India Office,"311, SouthEx Tower #Plot #389, Masjid Moth, Guneet Kashyap Marg Rd, behind NDSE - II, New Delhi, Delhi 110049",Hostpitals in india,4.4,(7),011 4670 2269,"https://www.google.com/maps/place/IHH+Healthcare+Singapore+-+India+Office/@28.6389415,76.9333178,11z/data=!3m1!5s0x390ce2eccec31ae1:0x2311dc629228f5b3!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390ce242ecdc5535:0x412dbea9261980bf!8m2!3d28.563815!4d77.219982!15sChNIb3N0cGl0YWxzIGluIGluZGlhWhUiE2hvc3RwaXRhbHMgaW4gaW5kaWGSARFoZWFsdGhfY29uc3VsdGFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VONWVXOWhhR3BCUlJBQuABAA!16s%2Fg%2F11b6lkpz1q?entry=ttu"
Fortis La Femme,"S - 549 Alakananda, Alaknanda Don Bosco Rd, Greater Kailash II, New Delhi, Delhi 110048",Hostpitals in india,4.2,(697),085271 21234,"https://www.google.com/maps/place/Fortis+La+Femme/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390ce17bed2d81a3:0x938f439c806ef62!8m2!3d28.5288575!4d77.2437059!15sChNIb3N0cGl0YWxzIGluIGluZGlhWhUiE2hvc3RwaXRhbHMgaW4gaW5kaWGSARJtYXRlcm5pdHlfaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXlhMDk1YUROQlJSQULgAQA!16s%2Fg%2F1tj4ff74?entry=ttu"
Charak Palika Hospital,"C 7 Ln, Moti Bagh 1, Block F, Moti Bagh, New Delhi, Delhi 110021",Hostpitals in india,3.8,(519),011 2611 7879,"https://www.google.com/maps/place/Charak+Palika+Hospital/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1d6dff7be64b:0xdd95d2187f1db083!8m2!3d28.5852879!4d77.177094!15sChNIb3N0cGl0YWxzIGluIGluZGlhWhUiE2hvc3RwaXRhbHMgaW4gaW5kaWGSARNnb3Zlcm5tZW50X2hvc3BpdGFsmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJUZDNSMlEwOVJFQUXgAQA!16s%2Fg%2F1vd748yz?entry=ttu"
Best bone marrow transplant hospital in India,"C-3, Block C, Vasant Vihar, New Delhi, Delhi 110057",Hostpitals in india,3.0,(1),098101 47453,"https://www.google.com/maps/place/Best+bone+marrow+transplant+hospital+in+India/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1d40c29e8b3f:0x9b9ea615fc95edc1!8m2!3d28.568609!4d77.159434!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11jh264fpk?entry=ttu"
Best Cancer Hospital in India,"90B, Delhi - Jaipur Expy, Sector 18, Gurugram, Sarhol, Haryana 122008",Hostpitals in india,5.0,(3),N/A,"https://www.google.com/maps/place/Best+Cancer+Hospital+in+India/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x204270695bac8647:0x4787d060fa7624e0!8m2!3d28.4852534!4d77.0746592!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEXY2FuY2VyX3RyZWF0bWVudF9jZW50ZXLgAQA!16s%2Fg%2F11vwwxscg6?entry=ttu"
Khadija National Hospital,"3123, Behind Golcha Cinema Sir Syed Ahmed Road, Tiraha Behram Khan Rd, Daryaganj, New Delhi, Delhi 110002",Hostpitals in india,2.7,(40),099535 19914,"https://www.google.com/maps/place/Khadija+National+Hospital/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390cfd209150c923:0xc2215a2d7e39cd5!8m2!3d28.6437484!4d77.2380775!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F1wk4bf_9?entry=ttu"
Dharma Vira Heart Centre | Sir Ganga Ram Hospital | Best Heart Care Hospital in | New Delhi | India |,"Sir Ganga Ram Hospital, Sir Ganga Ram Hospital Marg, New Delhi, Delhi 110060",Hostpitals in india,4.2,(10),N/A,"https://www.google.com/maps/place/Dharma+Vira+Heart+Centre+%7C+Sir+Ganga+Ram+Hospital+%7C+Best+Heart+Care+Hospital+in+%7C+New+Delhi+%7C+India+%7C/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d02a14edbcaff:0x44ef271dbc6afe6c!8m2!3d28.6383878!4d77.1906149!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11b7rxgmg1?entry=ttu"
Best Gastroenterology Hospital in India,"48A, RZ, 5, Gali Number 7, Sagar Pur, New Delhi, Delhi 110046",Hostpitals in india,3.7,(3),089294 48116,"https://www.google.com/maps/place/Best+Gastroenterology+Hospital+in+India/@28.6389415,76.9333178,11z/data=!4m10!1m2!2m1!1sHostpitals+in+india!3m6!1s0x390d1da1d9f9ffc5:0xcd975532418b27d!8m2!3d28.6065779!4d77.1036525!15sChNIb3N0cGl0YWxzIGluIGluZGlhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11qf__8c71?entry=ttu"
Hauz Khas Village Parking,"354, Hauz Khas Tank, Hauz Khas Village, Deer Park, Hauz Khas, New Delhi, Delhi 110016",parking-lots in india,3.6,(888),N/A,"https://www.google.com/maps/place/Hauz+Khas+Village+Parking/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce2756e965531:0x5be4e1a73bcb60e5!8m2!3d28.5543489!4d77.1955466!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11bwpznb__?entry=ttu"
Spark - Automated Multilevel Car Parking - Kamlanagar,"Spark Mall, Mandelia Chowk, Main Market, Block C, Kamla Nagar, Delhi, 110007",parking-lots in india,4.1,(453),011 2384 6327,"https://www.google.com/maps/place/Spark+-+Automated+Multilevel+Car+Parking+-+Kamlanagar/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390cfd8f9809d583:0xa5cfaa984dc3bc04!8m2!3d28.680832!4d77.203876!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11bym__qcs?entry=ttu"
Sarojini Multi Level Car Parking,"H5GV+JQ3, 2nd Cross Rd, Block C, Sarojini Nagar, New Delhi, Delhi 110023",parking-lots in india,4.1,"(1,519)",N/A,"https://www.google.com/maps/place/Sarojini+Multi+Level+Car+Parking/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce2808d2f6921:0x77a9d78e4157a13a!8m2!3d28.5765103!4d77.1944374!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11c6042z4c?entry=ttu"
Noida Electronic City Metro Parking lot,"Vaibhav Heritage Height, H Block, Sector 62, Noida, Uttar Pradesh 201307",parking-lots in india,4.0,(82),N/A,"https://www.google.com/maps/place/Noida+Electronic+City+Metro+Parking+lot/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce5d4465c3187:0x4e27c734ed1bbee8!8m2!3d28.6289282!4d77.3754943!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11ny3zx5sv?entry=ttu"
Metro Parking lot,"H3F7+8WM, Sector 9, Sector 20 Dwarka, Dwarka, New Delhi, Delhi, 110075",parking-lots in india,4.1,(32),N/A,"https://www.google.com/maps/place/Metro+Parking+lot/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d1b04d99170e9:0xb8193662c2d660ce!8m2!3d28.5733381!4d77.0648111!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F1tfgbm9q?entry=ttu"
Tot Mall Car Parking,"58/6, C Block, 58/6, Sector 62 Rd, C Block, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309",parking-lots in india,3.4,(56),N/A,"https://www.google.com/maps/place/Tot+Mall+Car+Parking/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce5676630075d:0xfdf6544873430252!8m2!3d28.614313!4d77.3709784!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSARBmcmVlX3BhcmtpbmdfbG904AEA!16s%2Fg%2F11g6rd3dly?entry=ttu"
Janpath Parking NDMC,"J6H8+PXG, Janpath Rd, Janpath, Connaught Place, New Delhi, Delhi 110001",parking-lots in india,4.0,(36),N/A,"https://www.google.com/maps/place/Janpath+Parking+NDMC/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390cfd49fe341793:0xd53d7ecda7dae691!8m2!3d28.6293053!4d77.2174497!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11f53d17x7?entry=ttu"
Zoya Car & Auto Parking Lot,"F3CP+54R, DLF City IV, Sector 28, Gurugram, Haryana 122022",parking-lots in india,5.0,(3),N/A,"https://www.google.com/maps/place/Zoya+Car+%26+Auto+Parking+Lot/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d18d8d4b06bf5:0xd53b63c17a3afd72!8m2!3d28.4704889!4d77.0852665!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11ggbwz_wc?entry=ttu"
Botanical Garden Parking,"H87P+G3P, Harijan Basti, Sector 37, Noida, Uttar Pradesh 201303",parking-lots in india,4.3,(80),N/A,"https://www.google.com/maps/place/Botanical+Garden+Parking/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce5f12a6d5121:0x858edee265167556!8m2!3d28.5638267!4d77.33521!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11fq4k7t3t?entry=ttu"
MG Road Metro Parking,"F3HH+HGF, Indian Airlines Pilots Society, Sushant Lok Phase I, Sector 28, Gurugram, Sarhol, Haryana 122022",parking-lots in india,3.7,(136),N/A,"https://www.google.com/maps/place/MG+Road+Metro+Parking/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d1918baa8e6a1:0xc004fda88956d374!8m2!3d28.4789281!4d77.078796!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F1hm4wbrt5?entry=ttu"
DLF Capitol Point,"J6H7+R9X, Baba Kharak Singh Rd, Next to Hanuman Mandir, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001",parking-lots in india,4.4,"(1,467)",011 6619 0200,"https://www.google.com/maps/place/DLF+Capitol+Point/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390cfd4968453eb7:0xa68a1fb033334045!8m2!3d28.6295851!4d77.2132941!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F119vv59r0?entry=ttu"
Car Parking 2,"J6VC+CVC, Ajmeri Gate, Delhi, 110006",parking-lots in india,3.7,(11),N/A,"https://www.google.com/maps/place/Car+Parking+2/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390cfd3e8bfa0671:0x1f55afdf797f4d02!8m2!3d28.6435567!4d77.2221494!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F1262c8tn2?entry=ttu"
AIIMS Under Ground Parking,"H688+773, Gautam Nagar, Ansari Nagar East, New Delhi, Delhi 110049",parking-lots in india,3.7,(414),N/A,"https://www.google.com/maps/place/AIIMS+Under+Ground+Parking/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce267d0d34233:0xc2e93f3975286b38!8m2!3d28.5656496!4d77.2156813!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F1pxwbgl_d?entry=ttu"
Car Parking Pahadi Park.,"H53F+H3P, Munirka, New Delhi, Delhi 110067",parking-lots in india,4.5,(2),N/A,"https://www.google.com/maps/place/Car+Parking+Pahadi+Park./@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d1d51794e2511:0x5746f36c7830c894!8m2!3d28.5539555!4d77.1726878!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSARBmcmVlX3BhcmtpbmdfbG904AEA!16s%2Fg%2F11g0jcwjfc?entry=ttu"
Central Vista Parking 2,"J66G+JG3, Rajpath Area, Central Secretariat, New Delhi, Delhi 110011",parking-lots in india,3.8,(20),N/A,"https://www.google.com/maps/place/Central+Vista+Parking+2/@28.6387421,76.9333169,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce3b77d8cf3a3:0x5def26ba511fd61f!8m2!3d28.6117764!4d77.2267111!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSARRwdWJsaWNfcGFya2luZ19zcGFjZeABAA!16s%2Fg%2F11td9jllq1?entry=ttu"
Rangmanch Farm Parking Lot,"FW4C+5PX, Sadhrana Bamripur, Sadrana, Haryana 122505",parking-lots in india,4.2,(12),N/A,"https://www.google.com/maps/place/Rangmanch+Farm+Parking+Lot/@28.4554893,76.6169954,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d17ea6d6b8031:0x45318353f65cc212!8m2!3d28.4554893!4d76.921866!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSARBmcmVlX3BhcmtpbmdfbG904AEA!16s%2Fg%2F11t6psy9mq?entry=ttu"
Pearl omax parking lot,"1503, Netaji Subhash Place, Shakurpur, Delhi, 110034",parking-lots in india,5.0,(1),N/A,"https://www.google.com/maps/place/Pearl+omax+parking+lot/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d03a9c43caff7:0x59672d8c4a0f5eb7!8m2!3d28.6904938!4d77.1525642!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11j3ttzn9d?entry=ttu"
Jia Sarai Parking,"G5XR+366 Parking, Lalitaksh Singh Lakra Marg, Jia Sarai, Hauz Khas, New Delhi, Delhi 110016",parking-lots in india,3.7,(87),N/A,"https://www.google.com/maps/place/Jia+Sarai+Parking/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390d1df440fbf00b:0xf7475fed5a80e7e5!8m2!3d28.5476666!4d77.1905228!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11g8lp6c69?entry=ttu"
Galleria Parking,"H87C+RQ5, Sector 38, Noida, Uttar Pradesh 201301",parking-lots in india,4.1,(24),N/A,"https://www.google.com/maps/place/Galleria+Parking/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390ce4481de52cf1:0x11567047f1806258!8m2!3d28.564507!4d77.3219969!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSAQtwYXJraW5nX2xvdOABAA!16s%2Fg%2F11g87442x9?entry=ttu"
Free parking,"M68J+HHW, Church Rd, Kashmere Gate, New Delhi, Delhi, 110006",parking-lots in india,3.0,(7),N/A,"https://www.google.com/maps/place/Free+parking/@28.6904938,76.8476936,11z/data=!4m11!1m3!2m2!1sparking-lots+in+india!6e2!3m6!1s0x390cfd065c37115b:0xdbbc0970045fa1a2!8m2!3d28.6664961!4d77.2314596!15sChVwYXJraW5nLWxvdHMgaW4gaW5kaWGSARBmcmVlX3BhcmtpbmdfbG904AEA!16s%2Fg%2F11g6wxbg5r?entry=ttu"
